TOPIC,SUBTOPIC,SUBTOPIC_ID,TAXONOMY,TAXONOMY_ID,CLASSIFICATION,CLASSIFICATION_ID,GROUP,GROUP_ID,GROUP_ORDER,SUBGROUP,SUBGROUP_ID,SUBGROUP_ORDER,NESTING_LABEL,NESTING_LABEL_ID,ESTIMATE_TYPE,ESTIMATE_TYPE_ID,TIME_PERIOD,TIME_PERIOD_ID,ESTIMATE,STANDARD_ERROR,ESTIMATE_LCI,ESTIMATE_UCI,FLAG,FOOTNOTE_ID_LIST
Regularly had feelings of depression,,,Mental wellness,200,Socioeconomic Characteristic,3,Health insurance coverage: Younger than 65 years,20,20,Medicaid or other state programs,73,73,,,"Percent of population, crude",1,2022,,11.3,,9.9,12.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA08,FN_NHISA41,SC_NHISA00"
Regularly had feelings of depression,,,Mental wellness,200,Socioeconomic Characteristic,3,Health insurance coverage: Younger than 65 years,20,20,Medicaid or other state programs,73,73,,,"Percent of population, crude",1,2023,,10.2,,9.0,11.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA08,FN_NHISA41,SC_NHISA00"
Regularly had feelings of depression,,,Mental wellness,200,Socioeconomic Characteristic,3,Health insurance coverage: Younger than 65 years,20,20,Medicaid or other state programs,73,73,,,"Percent of population, crude",1,2024,,10.5,,9.2,11.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA08,FN_NHISA41,SC_NHISA00"
Regularly had feelings of depression,,,Mental wellness,200,Socioeconomic Characteristic,3,Health insurance coverage: Younger than 65 years,20,20,Other government coverage,74,74,,,"Percent of population, crude",1,2019,,11.8,,9.6,14.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA08,FN_NHISA41,SC_NHISA00"
Regularly had feelings of depression,,,Mental wellness,200,Socioeconomic Characteristic,3,Health insurance coverage: Younger than 65 years,20,20,Other government coverage,74,74,,,"Percent of population, crude",1,2020,,11.3,,8.9,13.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA08,FN_NHISA41,SC_NHISA00"
Regularly had feelings of depression,,,Mental wellness,200,Socioeconomic Characteristic,3,Health insurance coverage: Younger than 65 years,20,20,Other government coverage,74,74,,,"Percent of population, crude",1,2021,,9.5,,7.6,11.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA08,FN_NHISA41,SC_NHISA00"
Regularly had feelings of depression,,,Mental wellness,200,Socioeconomic Characteristic,3,Health insurance coverage: Younger than 65 years,20,20,Other government coverage,74,74,,,"Percent of population, crude",1,2022,,12.2,,10.1,14.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA08,FN_NHISA41,SC_NHISA00"
Regularly had feelings of depression,,,Mental wellness,200,Socioeconomic Characteristic,3,Health insurance coverage: Younger than 65 years,20,20,Other government coverage,74,74,,,"Percent of population, crude",1,2023,,11.4,,9.0,14.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA08,FN_NHISA41,SC_NHISA00"
Regularly had feelings of depression,,,Mental wellness,200,Socioeconomic Characteristic,3,Health insurance coverage: Younger than 65 years,20,20,Other government coverage,74,74,,,"Percent of population, crude",1,2024,,9.7,,7.5,12.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA08,FN_NHISA41,SC_NHISA00"
Regularly had feelings of depression,,,Mental wellness,200,Socioeconomic Characteristic,3,Health insurance coverage: Younger than 65 years,20,20,Uninsured,75,75,,,"Percent of population, crude",1,2019,,6.5,,5.4,7.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA08,FN_NHISA41,SC_NHISA00"
Regularly had feelings of depression,,,Mental wellness,200,Socioeconomic Characteristic,3,Health insurance coverage: Younger than 65 years,20,20,Uninsured,75,75,,,"Percent of population, crude",1,2020,,4.8,,3.8,6.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA08,FN_NHISA41,SC_NHISA00"
Regularly had feelings of depression,,,Mental wellness,200,Socioeconomic Characteristic,3,Health insurance coverage: Younger than 65 years,20,20,Uninsured,75,75,,,"Percent of population, crude",1,2021,,4.8,,3.9,5.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA08,FN_NHISA41,SC_NHISA00"
Regularly had feelings of depression,,,Mental wellness,200,Socioeconomic Characteristic,3,Health insurance coverage: Younger than 65 years,20,20,Uninsured,75,75,,,"Percent of population, crude",1,2022,,4.8,,3.8,6.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA08,FN_NHISA41,SC_NHISA00"
Regularly had feelings of depression,,,Mental wellness,200,Socioeconomic Characteristic,3,Health insurance coverage: Younger than 65 years,20,20,Uninsured,75,75,,,"Percent of population, crude",1,2023,,5.2,,4.1,6.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA08,FN_NHISA41,SC_NHISA00"
Regularly had feelings of depression,,,Mental wellness,200,Socioeconomic Characteristic,3,Health insurance coverage: Younger than 65 years,20,20,Uninsured,75,75,,,"Percent of population, crude",1,2024,,6.2,,5.0,7.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA08,FN_NHISA41,SC_NHISA00"
